Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
Holu,Mazzikaner,Battle,Accapella,2022,Unknown,2022-08-06,5595
Julo,Cashus K.,Battle,Accapella,2022,Unknown,2022-07-30,8429
Alko,Bilal,Battle,Accapella,2022,Unknown,2022-07-23,10439
LevRudi,Jesazz K,Battle,Accapella,2022,Unknown,2022-07-16,11025
NOTYZZE,PHASENKIND,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,5577
BARETTA,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,4862
NOTYZZE,YAAMANN,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,7267
DOCMO,BEZEY,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,1105
KALP ONE,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,3465
KOOZY,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-07-14,11907
Hiding John,Neilz,Battle,Accapella,2022,Unknown,2022-07-09,61564
McLuvin,GR8,Battle,Accapella,2022,Unknown,2022-07-02,9349
ROBEAZY,M.F.L.,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-30,1887
Béla Garbage,Franz Flaute,Battle,Accapella,2022,Unknown,2022-06-25,9575
DASCHA,PATO G,FREESTYLE BATTLE,Accapella,2022,FOB,2022-06-24,2361
PESC,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-21,1727
MORGANA,TECEY,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-20,3396
Pablo2k,Jeystone,Battle,Accapella,2022,Unknown,2022-06-18,8578
OREGANO,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-17,6143
ZinZity,Karanova,Battle,Accapella,2022,Unknown,2022-06-11,50684
LATIK,NIKA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-04,2643
Django,Zeuge,Battle,Accapella,2022,Unknown,2022-06-04,12399
NICK SHIT,EZRA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-05-31,1448
Kiruma,BunGee,Battle,Accapella,2022,Unknown,2022-05-28,16492
ALKO,EMBA,ON BEAT BATTLE,On Beat,2022,FOB,2022-05-24,4453
LITTLE SEDO,MALIK (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-28,2029
OREGANO,BUNNEE (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-22,3038
NICK SHIT,BARETTA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-15,1473
CRAZYO,M.F.L. (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-08,1813
PESC,LEOQUENT (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-25,1597
FROZEN,EZRA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-24,1628
BURST,A-RON,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-09,2665
FREEZY,DESPO,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5805
ZEPTAH,PHILLIE.45,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5362
KAIRUZO,FROZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-02,3590
BANDAN,T-WAY,ON BEAT BATTLE,On Beat,2022,FOB,2022-01-31,4404
LATIK,TEACH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-30,4651
TOLLSCHOCK,BURST,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-27,6203
Joseph Steinschleuder,Tobi High,Battle,Accapella,2021,Unknown,2022-01-08,54723
T-Way,Karanova,Battle,Accapella,2021,Unknown,2022-01-01,24827
Lug Serious,Zeuge,Battle,Accapella,2021,Unknown,2021-12-25,11610
MADAME CHAOT,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-12-23,18118
Herr Sören,Holu,Battle,Accapella,2021,Unknown,2021-12-18,8978
Joe Pharo,Kid Soldier,Battle,Accapella,2021,Unknown,2021-12-11,35137
Wolff,MC Geuner,Battle,Accapella,2021,Unknown,2021-12-04,27404
Phasenkind,SnakeHeadRhyme,Battle,Accapella,2021,Unknown,2021-11-27,15339
Latik,Julo,Battle,Accapella,2021,Unknown,2021-11-20,6448
DEMUTRAS,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3066
EKHEAD,PESC,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3557
Requiem,Malik,Battle,Accapella,2021,Unknown,2021-11-12,8123
Schlawin0r,Franciss,Battle,Accapella,2021,Unknown,2021-11-06,6701
MC Rabiat,P.S. Jiggy,Battle,Accapella,2021,Unknown,2021-10-29,9504
LEANDERS,TEACH,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,5475
MC GEUNER,JULO,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,16333
DESPO,DOCMO,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3185
DESPO & LEANDERS,BANDAN & RINGELNATZ,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,6864
RALLE,DASCHA,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3817
TRIPLE (TRIPLEBEAT),DASCHA,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,8695
LATIK,TECEY,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,4422
MUSIO,NATIF,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,7636
DESPO,MC COLOGNE,ON BEAT BATTLE,On Beat,2021,FOB,2021-10-24,2519
Silence,Franz Flaute D&DL#0156 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-04-08,9649
MC Rabiat,Jepain D&DL#0158 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-04-01,10313
Alko,Baretta D&DL#0154 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-03-30,12882
Corner,Maka D&DL#0155 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-03-25,13265
Julo,Django D&DL#0153 (Krefeld,-CoEvent,Accapella,2019,Unknown,2020-01-01,8876
Stepho,Sejo D&DL#0149 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-30,4426
SiC68,Lug Serious D&DL#0152 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-25,6098
Trafalgar47,Vorstadtflokati D&DL#0150 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-23,6833
Ralle,Herr Sören D&DL#0151 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-18,8133
Milio,Plural D&DL#0148 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-11,5447
Cartoon,Schlawin0r D&DL#0147 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-04,7198
Nick Shit,Morgana D&DL#0146 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-02,6741
Ekta,Frozen D&DL#0143 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-27,6503
Jepain,Kaliba D&DL#0145 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-20,6196
XtraHerb,Zheka D&DL#0144 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-18,9409
Friedrich Chilla,Tommen D&DL#0137 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-11-01,7245
Ali Smart,Gin Tomek D&DL#0139 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-30,6188
Alko,Maru D&DL#0140 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-28,5506
P-Haze,Torbäng D&DL#0141 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-25,5411
BrahMC,Moby Deep D&DL#0138 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-23,5559
Audienzz,Béla Garbage D&DL#0136 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-18,4118
Ortcutt,Mazzikaner D&DL#0135 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-16,5926
Franz Flaute,Nika D&DL#0134 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-09,8461
Doga,Malik D&DL#0133 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-02,5287
Pulsar,Shker D&DL#0132 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-09-25,6804
DLTLLY+D&DL  Ortcutt,Steel,Runde1 Berlin,Accapella,2019,Unknown,2019-07-05,15886
DLTLLY+D&DL  Phasenkind,Klö10,Runde1 Berlin,Accapella,2019,Unknown,2019-07-03,17469
DLTLLY+D&DL  Arbeitstitel,Hiding John,Runde1 Berlin,Accapella,2019,Unknown,2019-06-26,24824
DLTLLY+D&DL  Tollschock,Silence,Runde1 Berlin,Accapella,2019,Unknown,2019-06-21,16532
DLTLLY+D&DL  Mazzikaner,K.O. Ray,Runde1 Berlin,Accapella,2019,Unknown,2019-06-19,14617
DLTLLY+D&DL  Lucky Number,ZinZity,Runde1 Berlin,Accapella,2019,Unknown,2019-06-14,91790
DLTLLY+D&DL  Paleiacci,Sikk Whalee,Runde1 Berlin,Accapella,2019,Unknown,2019-06-12,15136
Béla Garbage,Eddie Tude D&DL#0131 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-02-27,7425
OstrichO,MC Rabiat D&DL#0130 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-02-20,6433
Ringelnatz + DNA,Verz + Andi B. D&DL#0125 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-11-14,9795
Gregg,Audienzz D&DL#0126 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-31,3579
Josen,Dexta D&DL#0123 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-24,3039
Virus,IZL D&DL#0128 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-18,3043
