Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
Joe Pharo,Fate,  DISSember #7,Accapella,2024.0,DLTLLY,2024-02-11,2608.0
Joe Pharo,Fate,  DISSember #7,Accapella,2024,DLTLLY,2024-02-11,7140.0
Joe Pharo,Fate,  DISSember #7,Accapella,2024.0,DLTLLY,2024-02-11,7092.0
Clockwork,Sachma,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-02-09,5676.0
Clockwork,Sachma,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-02-09,5545.0
Clockwork,Sachma,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-02-09,5672.0
KOOZY,MAN IN BLACK,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-02-09,5499.0
KOOZY,MAN IN BLACK,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-02-09,3641.0
KOOZY,MAN IN BLACK,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-02-09,5313.0
Clockwork,Sachma,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-09,5679.0
KOOZY,MAN IN BLACK,ON BEAT BATTLE,On Beat,2024,FOB,2024-02-09,5506.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,34138.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024,DLTLLY,2024-02-04,51754.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,38602.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,51748.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,38724.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,45300.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,47401.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,41532.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,5325.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,51497.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,51752.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,50355.0
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024.0,DLTLLY,2024-02-04,49050.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,15805.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024,FOB,2024-02-02,23033.0
Ricochet,Riesenlauch,Proving Grounds Berlin,Accapella,2024.0,DLTLLY,2024-02-02,7379.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,15780.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,22024.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,20832.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,19412.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,17912.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,16598.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,13155.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,23027.0
Ricochet,Riesenlauch,"  Proving Grounds, Berlin",Accapella,2024.0,DLTLLY,2024-02-02,8082.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,22931.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,23031.0
Ricochet,Riesenlauch,"  Proving Grounds, Berlin",Accapella,2024.0,DLTLLY,2024-02-02,8081.0
Ricochet,Riesenlauch,"  Proving Grounds, Berlin",Accapella,2024.0,DLTLLY,2024-02-02,8921.0
Ricochet,Riesenlauch,"  Proving Grounds, Berlin",Accapella,2024.0,DLTLLY,2024-02-02,8254.0
Ricochet,Riesenlauch,"  Proving Grounds, Berlin",Accapella,2024.0,DLTLLY,2024-02-02,8744.0
Ricochet,Riesenlauch,"  Proving Grounds, Berlin",Accapella,2024.0,DLTLLY,2024-02-02,7892.0
Ricochet,Riesenlauch,"  Proving Grounds, Berlin",Accapella,2024.0,DLTLLY,2024-02-02,8566.0
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024.0,FOB,2024-02-02,14866.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,41811.0
Yarambo,Karma,  Hamburg,Accapella,2024,DLTLLY,2024-01-28,44981.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,41805.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,44010.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,40780.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,44978.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,44886.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,42169.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,41510.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,42762.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,43404.0
Yarambo,Karma,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-28,44493.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5292.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-27,5633.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5627.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5295.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5586.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5457.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5333.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5249.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5517.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5394.0
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-27,5168.0
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-01-26,8293.0
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024,DLTLLY,2024-01-26,8342.0
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-01-26,8338.0
Capco Jones,Christosaurus Rex,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-01-26,5881.0
Capco Jones,Krizztosowrus Racks,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-01-26,6545.0
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-01-26,8209.0
CapcoJones,Krizztosowrus Racks,  Proving Grounds,Accapella,2024.0,DLTLLY,2024-01-26,7608.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2051.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024,FOB,2024-01-21,2082.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2011.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2074.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2066.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2018.0
Heinz87 & Hiding John,Mazzikaner & Cashus K,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-21,19599.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2023.0,FOB,2024-01-21,1753.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2024.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2034.0
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024.0,FOB,2024-01-21,2042.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-19,5590.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5458.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5588.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5545.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5445.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5524.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5463.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5506.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5566.0
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024.0,FOB,2024-01-19,5480.0
Celune,Sizyphos,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-14,25448.0
Celune,Sizyphos,  Hamburg,Accapella,2024.0,DLTLLY,2024-01-14,28982.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,12680.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024,FOB,2024-01-12,13077.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,13074.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,12388.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,12394.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,13071.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,12465.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,12929.0
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024.0,FOB,2024-01-12,12334.0
