Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
Belial,Kid Soldier,  DISSember #7,Accapella,2024,DLTLLY,2024-02-25,18830
Moonshadow,Mattis,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-23,6854
FREEZY,DADDA,ON BEAT BATTLE,On Beat,2024,FOB,2024-02-23,5036
The Saurus,Quill,  DISSember #7,Accapella,2024,DLTLLY,2024-02-18,8876
Sid,Nova,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-16,6144
Joe Pharo,Fate,  DISSember #7,Accapella,2024,DLTLLY,2024-02-11,20074
KOOZY,MAN IN BLACK,ON BEAT BATTLE,On Beat,2024,FOB,2024-02-09,7626
Clockwork,Sachma,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-09,6897
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024,DLTLLY,2024-02-04,56844
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024,FOB,2024-02-02,28566
Yarambo,Karma,  Hamburg,Accapella,2024,DLTLLY,2024-01-28,45295
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-27,5875
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024,DLTLLY,2024-01-26,8342
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024,FOB,2024-01-21,2181
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-19,5812
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024,FOB,2024-01-12,14224
Holu,Moody,Battle,Accapella,2023,Unknown,2024-01-06,5509
BURST & T-WAY,LEANDERS & DESPO,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-05,8788
Neilz,Kiruma,  Dortmund,Accapella,2023,DLTLLY,2023-12-31,55844
KRISO,ILYA FLOYD,NEWCOMER BATTLE,Accapella,2023,FOB,2023-12-31,3339
Bilal,Joseph Steinschleuder,Battle,Accapella,2023,Unknown,2023-12-30,14451
LUCKYLILY & BAYZE,CRAZE & MOITZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-28,30279
MORGANA,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-26,6629
Kane,David Ardor,Battle,Accapella,2023,Unknown,2023-12-23,3132
CLOCKWORK,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-21,4920
Mc Geuner,T-Way,  Dortmund,Accapella,2023,DLTLLY,2023-12-17,17963
KIRUMA,HIDING JOHN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,49113
SNAKEHEADRHYME,A-RON,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,9083
KARKOBI,MOODY,ACAPELLA BATTLE,Accapella,2024,FOB,2023-12-17,13534
SHAOLUM,EZRA,ONE-ROUNDER,Accapella,2023,FOB,2023-12-10,3634
KvW,Jilly,Battle,Accapella,2023,Unknown,2023-12-09,4246
KahVauWeh,Jilly,Battle,Accapella,2023,Unknown,2023-12-09,4289
FREEKNO,MORGANA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-08,6013
VYRUS,KARANOVA,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-01,29440
MOODY,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-26,3445
JOE PHARO,LITTLE SEDO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-24,9295
NASTIC,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-19,54593
JEPAIN,CELUNE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-16,7760
BAYZE,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-12,6694
KOOZY,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-10,8558
LUCKYLILY,IKKS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-10,9385
SUZIE SUH,MALIK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-05,5335
SIC68,LEOQUENT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-29,2430
TEACH,SHORTWORTH,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-27,5210
M.F.L.,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-21,3116
DEELAH,DADDA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-20,11350
Jeystone,Karanova,Battle,Accapella,2023,Unknown,2023-10-14,14421
DIAMOND,NATALI,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-13,12119
Flashus Christus,Béla Garbage,Battle,Accapella,2023,Unknown,2023-10-07,5409
ShadyX,David Ardor,Battle,Accapella,2023,Unknown,2023-09-30,3825
FAIVEL,MAZZIKANER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-09-24,4023
DEZ,MC Rabiat,Battle,Accapella,2023,Unknown,2023-09-23,5271
JOSEPH STEINSCHLEUDER,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-09-21,23497
NASTIC (FINNASTIC),CRIPSTA,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5542
DAVIE JONES,KIRUMA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,44153
NOTYZZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,8817
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,12255
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4654
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,4205
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5324
TEACH,DJANGO (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,2572
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,17567
MALIK,JEPAIN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-28,2711
RIPA,CIZERO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-23,1775
DER SERGEANT,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-21,3251
YOUNG KENNEDY,LIUZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-16,3908
BARETTA,OLDBOY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-14,2780
Jindo109,Liuz,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-07-07,52767
FINNASTIC,FAIVEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-07-07,4362
Mavgic,Bong Teggy,🏆  Titlematch 🏆,On Beat,2023,DLTLLY,2023-07-02,106243
EZRA,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,2347
MOODY,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,3468
Kiruma,Jeystone,Battle,Accapella,2023,Unknown,2023-06-24,23450
LARA SOFT,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-06-21,5267
Mars,ZinZity,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-18,53168
Julo,SnakeHeadRhyme,Battle,Accapella,2023,Unknown,2023-06-17,12714
Mc Geuner,DeeLah,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-11,33445
LUCKYLILY,CRAZYO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-11,5644
FreeKno,LevRudi,Battle,Accapella,2023,Unknown,2023-06-10,10973
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-06-09,25883
MC GEUNER,JOSEPH STEINSCHLEUDER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-08,30848
THORA,NICK SHIT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-04,2711
Jack Dragon,Duff,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-04,24096
XtraHerb,Trunkenbold,Battle,Accapella,2023,Unknown,2023-06-03,8423
