Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
Jeystone,DirtySanchez,  Berlin,On Beat,2024,DLTLLY,2024-04-26,7876
HEYZEN,TOKZ,ON BEAT + ACAPELLA BATTLE,On Beat,2024,FOB,2024-04-25,2338
Karanova,Bong Teggy,🏆 ON BEAT TITLE MATCH 🏆,On Beat,2024,DLTLLY,2024-04-21,44892
MC GEUNER,BANDAN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-04-19,10120
DOC,Mordrake,  Berlin,On Beat,2024,DLTLLY,2024-04-19,6602
Yarambo,Karanova,  Kassel,Accapella,2024,DLTLLY,2024-04-14,52916
FABS,DUFF,ACAPELLA BATTLE,Accapella,2024,FOB,2024-04-12,13968
Tobi High,Meidi,  Kassel,Accapella,2024,DLTLLY,2024-04-07,59300
Dadda,Lazlo Mxrphine,  Berlin,On Beat,2024,DLTLLY,2024-03-29,37097
SIZYPHOS,MOODY,ACAPELLA BATTLE,Accapella,2024,FOB,2024-03-24,20306
DANNY DEADWEIGHT,SKILLZ,ACAPELLA BATLLE,Accapella,2024,FOB,2024-03-24,3836
ONKEL FRÄNK,SHADYX,ACAPELLA BATTLE,Accapella,2024,FOB,2024-03-24,6304
CLOCKWORK,DADDA,ACAPELLA BATTLE,Accapella,2024,FOB,2024-03-24,8481
JOSEPH STEINSCHLEUDER,MORGANA,ON BEAT BATTLE,On Beat,2024,FOB,2024-03-21,12764
OREGANO,HIDING JOHN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-03-18,39681
Zeuge,Niza,  Kassel,Accapella,2024,DLTLLY,2024-03-17,16638
Der Sergeant,Diamond,  Proving Grounds,Accapella,2024,DLTLLY,2024-03-15,11399
PABLO,YAAMANN,ON BEAT BATTLE,On Beat,2024,FOB,2024-03-14,7854
CSN Galactico,Nastic,  Proving Grounds,Accapella,2024,DLTLLY,2024-03-10,12320
Jepain,Rolling G,  Proving Grounds,Accapella,2024,DLTLLY,2024-03-08,8194
Sizyphos,Hiding John,  DISSember #7,Accapella,2024,DLTLLY,2024-03-03,49937
ZATO,ZEPTAH,ON BEAT BATTLE,On Beat,2024,FOB,2024-03-01,6201
Moody,Ikks,  Proving Grounds,Accapella,2024,DLTLLY,2024-03-01,6849
Belial,Kid Soldier,  DISSember #7,Accapella,2024,DLTLLY,2024-02-25,30491
FREEZY,DADDA,ON BEAT BATTLE,On Beat,2024,FOB,2024-02-23,10858
Moonshadow,Mattis,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-23,8884
The Saurus,Quill,  DISSember #7,Accapella,2024,DLTLLY,2024-02-19,9305
The Saurus,Quill,  DISSember #7,Accapella,2024,DLTLLY,2024-02-18,10254
Sid,Nova,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-16,6144
Joe Pharo,Fate,  DISSember #7,Accapella,2024,DLTLLY,2024-02-11,20074
Clockwork,Sachma,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-09,7633
KOOZY,MAN IN BLACK,ON BEAT BATTLE,On Beat,2024,FOB,2024-02-09,8424
Ricochet,Riesenlauch,  Proving Grounds Berlin,Accapella,2024,DLTLLY,2024-02-04,10006
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024,DLTLLY,2024-02-04,66201
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-04,8706
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024,FOB,2024-02-02,38882
Yarambo,Karma,  Hamburg,Accapella,2024,DLTLLY,2024-01-28,45295
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-27,6227
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024,DLTLLY,2024-01-26,8342
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024,FOB,2024-01-21,2337
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-19,6280
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024,FOB,2024-01-12,16855
Heinz87 & Hiding John,Mazzikaner & Cashus K,  Hamburg,Accapella,2024,DLTLLY,2024-01-11,22198
Celune,Sizyphos,  Hamburg,Accapella,2024,DLTLLY,2024-01-11,30437
Yarambo,Karma,  Hamburg,Accapella,2024,DLTLLY,2024-01-11,48596
Faivel,Bilal,  Hamburg,Accapella,2024,DLTLLY,2024-01-07,12866
Holu,Moody,Battle,Accapella,2023,Unknown,2024-01-06,5890
BURST & T-WAY,LEANDERS & DESPO,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-05,8985
Shizu,Morgana,  Hamburg,On Beat,2024,DLTLLY,2024-01-05,15526
Neilz,Kiruma,  Dortmund,Accapella,2023,DLTLLY,2023-12-31,56420
KRISO,ILYA FLOYD,NEWCOMER BATTLE,Accapella,2023,FOB,2023-12-31,3487
Neilz,Kiruma,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,56081
Barbee & Flow,Fate & Joseph Steinschleuder,2on2  Wien,Accapella,2023,DLTLLY,2023-12-30,20721
Karkobi,Requiem,  Wien,Accapella,2023,DLTLLY,2023-12-30,31563
Onkel Oktomusch,Jindo109,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,74740
Liuz,Herr Kuchen,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,43341
Notyzze,BanDan,  Wien,On Beat,2023,DLTLLY,2023-12-30,16200
Mc Geuner,T-Way,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,17987
Bilal,Joseph Steinschleuder,Battle,Accapella,2023,Unknown,2023-12-30,15382
Flashus Christus,K9NE,  Wien,Accapella,2023,DLTLLY,2023-12-30,6903
LUCKYLILY & BAYZE,CRAZE & MOITZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-28,34368
MORGANA,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-26,7379
Kane,David Ardor,Battle,Accapella,2023,Unknown,2023-12-23,3258
CLOCKWORK,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-21,5949
KIRUMA,HIDING JOHN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,53729
KARKOBI,MOODY,ACAPELLA BATTLE,Accapella,2024,FOB,2023-12-17,14664
SNAKEHEADRHYME,A-RON,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,9422
Mc Geuner,T-Way,  Dortmund,Accapella,2023,DLTLLY,2023-12-17,18010
Liuz,Herr Kuchen,  Dortmund,Accapella,2023,DLTLLY,2023-12-10,43931
SHAOLUM,EZRA,ONE-ROUNDER,Accapella,2023,FOB,2023-12-10,4075
KahVauWeh,Jilly,Battle,Accapella,2023,Unknown,2023-12-09,4468
KvW,Jilly,Battle,Accapella,2023,Unknown,2023-12-09,4246
FREEKNO,MORGANA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-08,6143
VYRUS,KARANOVA,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-01,32548
Schalle,Shortworth,  Wien,Accapella,2023,DLTLLY,2023-11-30,11894
MOODY,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-26,3537
JOE PHARO,LITTLE SEDO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-24,9517
Schalle,Shortworth,  Wien,Accapella,2023,DLTLLY,2023-11-24,11849
Duff,Joe Pharo,  Dortmund,Accapella,2023,DLTLLY,2023-11-22,23676
NASTIC,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-19,72287
JEPAIN,CELUNE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-16,8430
Belial,Julo,  Dortmund,Accapella,2023,DLTLLY,2023-11-16,26850
Wenzel Washington,Davis,  Wien,Accapella,2023,DLTLLY,2023-11-16,11256
Grandmaster Flow,Kalp One,  Wien,Accapella,2023,DLTLLY,2023-11-16,7682
BAYZE,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-12,7931
KOOZY,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-10,9249
LUCKYLILY,IKKS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-10,10746
Mavgic,Notyzze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,63480
Pablo,Mordrake,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,12836
Tokz,Tisos,Match,On Beat,2023,DLTLLY,2023-11-07,11410
Karanova,BanDan,DISSember 6,On Beat,2023,DLTLLY,2023-11-07,21278
Lyrico,Tobi High,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,38527
Kid Soldier,Krom,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,21117
N'antinein,Bahamakarma,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,17674
Falki,Davie Jones,München,On Beat,2023,DLTLLY,2023-11-07,54712
Aytee,Galv,Berlin 9th Birthday,On Beat,2023,DLTLLY,2023-11-07,41320
Phasenkind,Vyrus,Battle,On Beat,2023,DLTLLY,2023-11-07,57147
Joseph Steinschleuder,Steel,Düsseldorf,On Beat,2023,DLTLLY,2023-11-07,37183
Krom,Craze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,36714
Notyzze,Pablo,München,On Beat,2023,DLTLLY,2023-11-07,27674
Bong Teggy,Davie Jones, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,135599
Aytee,Phasenkind,München,On Beat,2023,DLTLLY,2023-11-07,143783
Dizzepticon,Koozy,NRWeekend 5,On Beat,2023,DLTLLY,2023-11-07,19962
Shizu,Mave,  splash! 25,Accapella,2023,DLTLLY,2023-11-07,18047
Cris Kotzen & Escape,Vyrus & Freezy,2on2   splash! 25,On Beat,2023,DLTLLY,2023-11-07,35681
Ssynic,Craze,  B-Day #10,Accapella,2023,DLTLLY,2023-11-06,117684
Ssynic,Craze,  B-Day #10,Accapella,2023,DLTLLY,2023-11-05,118704
SUZIE SUH,MALIK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-05,5536
SIC68,LEOQUENT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-29,2473
Yarambo,JollyJay,  B-Day #10,Accapella,2023,DLTLLY,2023-10-29,76362
TEACH,SHORTWORTH,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-27,5295
Kato,Bong Teggy,  B-Day #10,Accapella,2023,DLTLLY,2023-10-25,63444
M.F.L.,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-21,3161
DEELAH,DADDA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-20,12282
Karanova,Mc Geuner,  B-Day #10,Accapella,2023,DLTLLY,2023-10-15,33241
Jeystone,Karanova,Battle,Accapella,2023,Unknown,2023-10-14,14972
DIAMOND,NATALI,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-13,20046
Mighty P,Karma,  B-Day #10,Accapella,2023,DLTLLY,2023-10-08,23414
Flashus Christus,Béla Garbage,Battle,Accapella,2023,Unknown,2023-10-07,5473
Lyrico,Tobi High,  splash! 25,On Beat,2023,DLTLLY,2023-10-01,39194
ShadyX,David Ardor,Battle,Accapella,2023,Unknown,2023-09-30,3893
Cris Kotzen & Escape,Vyrus & Freezy,2on2   splash! 25,On Beat,2023,DLTLLY,2023-09-24,36253
FAIVEL,MAZZIKANER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-09-24,4106
DEZ,MC Rabiat,Battle,Accapella,2023,Unknown,2023-09-23,5355
JOSEPH STEINSCHLEUDER,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-09-21,25678
Wolff,Requiem,  München,Accapella,2023,DLTLLY,2023-09-15,37842
Mc Geuner,Snakeheadrhyme,  München,Accapella,2023,DLTLLY,2023-09-15,29584
Tobi High,Yarambo,  München,Accapella,2023,DLTLLY,2023-08-28,106711
T-Way,Julo,  München,Accapella,2023,DLTLLY,2023-08-21,21293
NASTIC (FINNASTIC),CRIPSTA,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5923
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,17953
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,12887
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4702
TEACH,DJANGO (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,2596
NOTYZZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,9123
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5517
DAVIE JONES,KIRUMA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,45522
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,4286
Joseph Steinschleuder,Shizu,  München,Accapella,2023,DLTLLY,2023-08-01,31475
Kato,Meidi,  MAYhem #6,Accapella,2023,DLTLLY,2023-07-31,133900
MALIK,JEPAIN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-28,2758
Craze,Karanova,  MAYhem #6,Accapella,2023,DLTLLY,2023-07-25,64714
RIPA,CIZERO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-23,1806
DER SERGEANT,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-21,3327
YOUNG KENNEDY,LIUZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-16,4069
BARETTA,OLDBOY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-14,2820
Karkobi,Hiding John,MAYhem #6,Accapella,2023,DLTLLY,2023-07-14,59425
Kid Soldier,Hansen,MAYhem #6,Accapella,2023,DLTLLY,2023-07-09,54820
Zeuge,Joseph Steinschleuder,MAYhem #6,Accapella,2023,DLTLLY,2023-07-08,38687
FINNASTIC,FAIVEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-07-07,4578
Jindo109,Liuz,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-07-07,55502
Mavgic,Bong Teggy,🏆  Titlematch 🏆,On Beat,2023,DLTLLY,2023-07-02,111473
EZRA,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,2379
MOODY,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,4112
Kiruma,Jeystone,Battle,Accapella,2023,Unknown,2023-06-24,23957
LARA SOFT,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-06-21,5631
Rolling G,Jeystone,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-06-21,18306
Mars,ZinZity,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-18,54971
Julo,SnakeHeadRhyme,Battle,Accapella,2023,Unknown,2023-06-17,12845
LUCKYLILY,CRAZYO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-11,6388
Mc Geuner,DeeLah,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-11,33743
FreeKno,LevRudi,Battle,Accapella,2023,Unknown,2023-06-10,11094
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-06-09,27182
MC GEUNER,JOSEPH STEINSCHLEUDER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-08,31769
THORA,NICK SHIT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-04,2757
Jack Dragon,Duff,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-04,24525
XtraHerb,Trunkenbold,Battle,Accapella,2023,Unknown,2023-06-03,8524
T-WAY & TOLLSCHOCK & BURST & EZRA & HEINZ87,NATIF (& YAAMANN),5 GEGEN NATIF,Accapella,2023,FOB,2023-05-31,6375
Bronko Banano,Young Kennedy,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-31,9602
MC Janosch,Quasi Infamous,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-31,16744
Yarambo,Craze,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-28,94396
Nio,Vesso,Battle,Accapella,2023,Unknown,2023-05-27,6444
Celune,Wenzel Washington,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-26,22256
Joseph Steinschleuder,Requiem,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-21,33307
S-Staticx,Rebellion,Battle,Accapella,2023,Unknown,2023-05-20,5759
Valik,Davis,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-19,12627
DADDA,P-HAZE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-19,4453
Neilz,Tobi High,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-14,59535
JANAUND,PESC,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-12,5092
MOODY,NEOS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-07,2926
CLOUDSURFER,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-05,4119
DER SERGEANT,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-04-28,6434
MORGANA,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-21,24770
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-14,15028
Maka,Zeptah,NRWeekend 6,Accapella,2023,DLTLLY,2023-04-09,15829
Niza,Heinz87,Proving Grounds Kontext Wiesbaden,Accapella,2023,DLTLLY,2023-04-02,15243
S-Staticx,Der Sir (JollyJay),Proving Grounds Kontext Wiesbaden,Accapella,2023,DLTLLY,2023-03-31,9252
LUG SERIOUS,BANDAN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-29,3898
MEIDI,KATO,MAYhem 6 - PROVOKATION 1/6,Accapella,2023,DLTLLY,2023-03-27,21572
Aladin,Oregano,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-26,18781
HEYZEN,TECEY,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-23,2826
Mordrake,Faivel,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-19,13831
PRYME,FINNASTIC,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,4568
FINNASTIC,VESSO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,3047
Mighty P,Shizu,Freestyle um 3. Platz,Accapella,2023,DLTLLY,2023-03-17,10443
DADDA,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-15,4924
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,1402
FREEZY & DESPO,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,12659
Holu & Freekno,Joseph Steinschleuder & Triple Beat,2on2,Accapella,2023,DLTLLY,2023-03-12,34644
Krom,Shizu,Freestyle Halbfinale 2/2  Kassel,Accapella,2023,DLTLLY,2023-03-10,12825
Kairuzo,Freezy,  Kassel,On Beat,2023,DLTLLY,2023-03-05,14423
JOSEPH STEINSCHLEUDER,KAIRUZO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-05,23288
Papi Schlauch,Mighty P,Freestyle Halbfinale 1/2  Kassel,Accapella,2023,DLTLLY,2023-03-03,21289
Gerro,Bilal,  Kassel,Accapella,2023,DLTLLY,2023-02-26,20337
Muro,Mighty P,Freestyle Viertelfinale 4/4 Kassel,Accapella,2023,DLTLLY,2023-02-24,13945
Gerro,Bilal,  Kassel,Accapella,2023,DLTLLY,2023-02-24,20323
Krom,Notyzze,Freestyle Viertelfinale 3/4  Kassel,Accapella,2023,DLTLLY,2023-02-21,25074
Kiruma,LevRudi,Battle,Accapella,2022,Unknown,2023-02-04,21745
Neilz,Wolff,DISSember 6,Accapella,2023,DLTLLY,2023-02-02,50580
Julo,Kid Soldier,DISSember 6,Accapella,2023,DLTLLY,2023-01-30,40620
MC Rabiat,Morgana,Battle,Accapella,2022,Unknown,2023-01-28,5944
Kato,Robscure,🏆 TITLE MATCH 🏆,Accapella,2023,DLTLLY,2023-01-27,62184
Jindo109,Quasi,Battle,Accapella,2022,Unknown,2023-01-21,62304
Jeystone,Vorstadtflokati,Battle,Accapella,2022,Unknown,2023-01-14,6566
Hiding John,MC Geuner,DISSember 6,Accapella,2023,DLTLLY,2023-01-14,49118
Flashus Christus,Schlawin0r,Battle,Accapella,2022,Unknown,2023-01-07,6836
Mars B.,JollyJay,Kassel,Accapella,2023,DLTLLY,2023-01-06,94690
CRAZE,MURO (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,6302
YAAMANN,TOMMY2LATE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,2821
Duff,B-Dad,Kassel,Accapella,2022,DLTLLY,2022-12-24,25030
T-Way,Neilz,Kassel,Accapella,2022,DLTLLY,2022-12-22,44097
T-WAY,KOOZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-12-09,9287
TEACH,VESSO,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2309
ZEPTAH,NOAH263,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2375
Shizu,Niza,Kassel,Accapella,2022,DLTLLY,2022-11-30,22592
Pulsar,Shaolum,Kassel,Accapella,2022,DLTLLY,2022-11-30,18306
MC COLOGNE,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2674
MORGANA,DESPO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,5081
LEONNN,CLOUDSURFER,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2982
Papi Schlauch,Craze,  Stellwerk Hamburg,Accapella,2022,DLTLLY,2022-11-25,74662
DASCHA,NOTYZZE,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-20,13030
NOTYZZE,DIZZEPTICON,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-14,6015
KIRUMA,ZEPTAH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-04,15772
Joseph Steinschleuder,Hiding John,  Stellwerk Hamburg,Accapella,2022,DLTLLY,2022-11-03,41103
MC GEUNER,ROLLING G,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-03,36534
Mazzikaner,Requiem,Proving Grounds  Panke Berlin,Accapella,2022,DLTLLY,2022-11-03,15305
CRAZE & PHILLIE.45,VYRUS & FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-10-14,67995
HEINZ87,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,9443
HOLU,MC RABIAT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,2243
Julo,Joseph Steinschleuder,Battle,Accapella,2022,Unknown,2022-10-01,35523
T-WAY,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-28,4228
TOLLSCHOCK,PESC,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,5640
JOSEPH STEINSCHLEUDER,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,21303
Morgana,Kiruma,Battle,Accapella,2022,Unknown,2022-09-24,18144
MC Rabiat,Pulsar,Battle,Accapella,2022,Unknown,2022-09-17,5970
VYRUS,ZEPTAH,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-14,44916
DEZ,LevRudi,Battle,Accapella,2022,Unknown,2022-09-10,8551
Trunkenbold,Flashus Christus,Battle,Accapella,2022,Unknown,2022-09-03,7295
MORGANA,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-02,15485
PHILLIE.45,BANDAN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,6238
FROZEN,FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,3795
PHASENKIND,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,9065
Jeystone,Jesazz K,Battle,Accapella,2022,Unknown,2022-08-27,8525
BURST,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-26,1902
REQUIEM,HEYZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-25,6656
SnakeHeadRhyme,D-Kay,Battle,Accapella,2022,Unknown,2022-08-20,10730
T-Way,Tobi High, Splash! Festival,On Beat,2022,DLTLLY,2022-08-19,21439
VYRUS,JOLLE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,4416
CRAZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,5523
NOTYZZE,CRAZE  (BONUS BATTLE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,10844
Vorstadtflokati,Latik,Battle,Accapella,2022,Unknown,2022-08-13,6251
STEEL,MC COLOGNE,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-12,18898
Holu,Mazzikaner,Battle,Accapella,2022,Unknown,2022-08-06,5608
