Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
NASTIC (FINNASTIC),CRIPSTA,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5478
DAVIE JONES,KIRUMA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,43837
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4644
TEACH,DJANGO (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,2566
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,4182
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5278
NOTYZZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,8754
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,12115
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,17490
MALIK,JEPAIN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-28,2706
RIPA,CIZERO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-23,1770
DER SERGEANT,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-21,3214
YOUNG KENNEDY,LIUZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-16,3892
BARETTA,OLDBOY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-14,2776
FINNASTIC,FAIVEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-07-07,4320
Jindo109,Liuz,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-07-07,52193
Mavgic,Bong Teggy,🏆  Titlematch 🏆,On Beat,2023,DLTLLY,2023-07-02,105294
MOODY,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,3451
EZRA,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,2336
Kiruma,Jeystone,Battle,Accapella,2023,Unknown,2023-06-24,23331
LARA SOFT,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-06-21,5226
Mars,ZinZity,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-18,52929
Julo,SnakeHeadRhyme,Battle,Accapella,2023,Unknown,2023-06-17,12682
LUCKYLILY,CRAZYO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-11,5600
Mc Geuner,DeeLah,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-11,33368
FreeKno,LevRudi,Battle,Accapella,2023,Unknown,2023-06-10,10925
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-06-09,25705
MC GEUNER,JOSEPH STEINSCHLEUDER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-08,30711
THORA,NICK SHIT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-04,2702
Jack Dragon,Duff,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-04,23998
XtraHerb,Trunkenbold,Battle,Accapella,2023,Unknown,2023-06-03,8408
T-WAY & TOLLSCHOCK & BURST & EZRA & HEINZ87,NATIF (& YAAMANN),5 GEGEN NATIF,Accapella,2023,FOB,2023-05-31,6226
Yarambo,Craze,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-28,90097
Nio,Vesso,Battle,Accapella,2023,Unknown,2023-05-27,6382
Celune,Wenzel Washington,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-26,21742
Joseph Steinschleuder,Requiem,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-21,32022
S-Staticx,Rebellion,Battle,Accapella,2023,Unknown,2023-05-20,5716
Valik,Davis,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-19,12538
DADDA,P-HAZE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-19,4112
Neilz,Tobi High,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-14,57123
JANAUND,PESC,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-12,5010
MOODY,NEOS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-07,2877
CLOUDSURFER,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-05,3344
DER SERGEANT,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-04-28,6260
MORGANA,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-21,21193
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-14,14019
Maka,Zeptah,NRWeekend 6,Accapella,2023,DLTLLY,2023-04-09,15677
Niza,Heinz87,Proving Grounds Kontext Wiesbaden,Accapella,2023,DLTLLY,2023-04-02,15100
LUG SERIOUS,BANDAN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-29,3838
MEIDI,KATO,MAYhem 6 - PROVOKATION 1/6,Accapella,2023,DLTLLY,2023-03-27,21540
Aladin,Oregano,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-26,17038
HEYZEN,TECEY,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-23,2774
Mordrake,Faivel,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-19,13704
PRYME,FINNASTIC,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,4467
FINNASTIC,VESSO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,2999
DADDA,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-15,4594
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,1374
FREEZY & DESPO,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,12146
Holu & Freekno,Joseph Steinschleuder & Triple Beat,2on2,Accapella,2023,DLTLLY,2023-03-12,34509
Krom,Shizu,Freestyle Halbfinale 2/2  Kassel,Accapella,2023,DLTLLY,2023-03-10,12788
Kairuzo,Freezy,  Kassel,On Beat,2023,DLTLLY,2023-03-05,14381
JOSEPH STEINSCHLEUDER,KAIRUZO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-05,22047
Kiruma,LevRudi,Battle,Accapella,2022,Unknown,2023-02-04,21376
MC Rabiat,Morgana,Battle,Accapella,2022,Unknown,2023-01-28,5872
Jindo109,Quasi,Battle,Accapella,2022,Unknown,2023-01-21,51953
Jeystone,Vorstadtflokati,Battle,Accapella,2022,Unknown,2023-01-14,6477
Flashus Christus,Schlawin0r,Battle,Accapella,2022,Unknown,2023-01-07,6712
CRAZE,MURO (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,6228
YAAMANN,TOMMY2LATE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,2818
T-WAY,KOOZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-12-09,9200
TEACH,VESSO,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2297
ZEPTAH,NOAH263,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2341
LEONNN,CLOUDSURFER,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2960
MORGANA,DESPO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,5059
MC COLOGNE,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2658
DASCHA,NOTYZZE,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-20,12650
NOTYZZE,DIZZEPTICON,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-14,5969
KIRUMA,ZEPTAH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-04,15346
MC GEUNER,ROLLING G,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-03,35949
HOLU,MC RABIAT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,2227
CRAZE & PHILLIE.45,VYRUS & FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-10-14,65901
HEINZ87,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,7891
Julo,Joseph Steinschleuder,Battle,Accapella,2022,Unknown,2022-10-01,34859
T-WAY,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-28,4212
TOLLSCHOCK,PESC,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,5610
JOSEPH STEINSCHLEUDER,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,20645
Morgana,Kiruma,Battle,Accapella,2022,Unknown,2022-09-24,17657
MC Rabiat,Pulsar,Battle,Accapella,2022,Unknown,2022-09-17,5944
VYRUS,ZEPTAH,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-14,43382
DEZ,LevRudi,Battle,Accapella,2022,Unknown,2022-09-10,8482
Trunkenbold,Flashus Christus,Battle,Accapella,2022,Unknown,2022-09-03,7205
MORGANA,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-02,14978
FROZEN,FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,3742
PHILLIE.45,BANDAN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,6178
PHASENKIND,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,8841
Jeystone,Jesazz K,Battle,Accapella,2022,Unknown,2022-08-27,8266
BURST,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-26,1880
REQUIEM,HEYZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-25,6508
SnakeHeadRhyme,D-Kay,Battle,Accapella,2022,Unknown,2022-08-20,10665
CRAZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,5474
NOTYZZE,CRAZE  (BONUS BATTLE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,10787
VYRUS,JOLLE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,4407
Vorstadtflokati,Latik,Battle,Accapella,2022,Unknown,2022-08-13,6244
STEEL,MC COLOGNE,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-12,17300
Holu,Mazzikaner,Battle,Accapella,2022,Unknown,2022-08-06,5592
Julo,Cashus K.,Battle,Accapella,2022,Unknown,2022-07-30,8426
Alko,Bilal,Battle,Accapella,2022,Unknown,2022-07-23,10437
LevRudi,Jesazz K,Battle,Accapella,2022,Unknown,2022-07-16,11019
KALP ONE,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,3463
BARETTA,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,4826
DOCMO,BEZEY,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,1105
KOOZY,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-07-14,11897
NOTYZZE,YAAMANN,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,7256
NOTYZZE,PHASENKIND,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,5574
Hiding John,Neilz,Battle,Accapella,2022,Unknown,2022-07-09,61150
McLuvin,GR8,Battle,Accapella,2022,Unknown,2022-07-02,9339
ROBEAZY,M.F.L.,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-30,1887
Béla Garbage,Franz Flaute,Battle,Accapella,2022,Unknown,2022-06-25,9559
DASCHA,PATO G,FREESTYLE BATTLE,Accapella,2022,FOB,2022-06-24,2358
PESC,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-21,1726
MORGANA,TECEY,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-20,3395
Pablo2k,Jeystone,Battle,Accapella,2022,Unknown,2022-06-18,8568
OREGANO,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-17,6074
ZinZity,Karanova,Battle,Accapella,2022,Unknown,2022-06-11,50385
LATIK,NIKA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-04,2639
Django,Zeuge,Battle,Accapella,2022,Unknown,2022-06-04,12381
NICK SHIT,EZRA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-05-31,1447
Kiruma,BunGee,Battle,Accapella,2022,Unknown,2022-05-28,16469
ALKO,EMBA,ON BEAT BATTLE,On Beat,2022,FOB,2022-05-24,4445
LITTLE SEDO,MALIK (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-28,2025
OREGANO,BUNNEE (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-22,3014
NICK SHIT,BARETTA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-15,1473
CRAZYO,M.F.L. (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-08,1813
PESC,LEOQUENT (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-25,1597
FROZEN,EZRA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-24,1627
BURST,A-RON,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-09,2662
FREEZY,DESPO,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5801
ZEPTAH,PHILLIE.45,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5355
KAIRUZO,FROZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-02,3589
BANDAN,T-WAY,ON BEAT BATTLE,On Beat,2022,FOB,2022-01-31,4401
LATIK,TEACH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-30,4648
TOLLSCHOCK,BURST,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-27,6202
Joseph Steinschleuder,Tobi High,Battle,Accapella,2021,Unknown,2022-01-08,54620
T-Way,Karanova,Battle,Accapella,2021,Unknown,2022-01-01,24806
Lug Serious,Zeuge,Battle,Accapella,2021,Unknown,2021-12-25,11606
MADAME CHAOT,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-12-23,18103
Herr Sören,Holu,Battle,Accapella,2021,Unknown,2021-12-18,8975
Joe Pharo,Kid Soldier,Battle,Accapella,2021,Unknown,2021-12-11,35117
Wolff,MC Geuner,Battle,Accapella,2021,Unknown,2021-12-04,27388
Phasenkind,SnakeHeadRhyme,Battle,Accapella,2021,Unknown,2021-11-27,15317
Latik,Julo,Battle,Accapella,2021,Unknown,2021-11-20,6448
DEMUTRAS,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3066
EKHEAD,PESC,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3557
Requiem,Malik,Battle,Accapella,2021,Unknown,2021-11-12,8118
Schlawin0r,Franciss,Battle,Accapella,2021,Unknown,2021-11-06,6699
MC Rabiat,P.S. Jiggy,Battle,Accapella,2021,Unknown,2021-10-29,9501
MC GEUNER,JULO,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,16331
TRIPLE (TRIPLEBEAT),DASCHA,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,8691
DESPO & LEANDERS,BANDAN & RINGELNATZ,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,6863
DESPO,DOCMO,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3185
LEANDERS,TEACH,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,5474
DESPO,MC COLOGNE,ON BEAT BATTLE,On Beat,2021,FOB,2021-10-24,2511
RALLE,DASCHA,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3815
LATIK,TECEY,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,4422
MUSIO,NATIF,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,7634
Silence,Franz Flaute D&DL#0156 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-04-08,9646
MC Rabiat,Jepain D&DL#0158 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-04-01,10312
Alko,Baretta D&DL#0154 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-03-30,12882
Corner,Maka D&DL#0155 (Berlin,-CoEvent,Accapella,2020,Unknown,2020-03-25,13264
Julo,Django D&DL#0153 (Krefeld,-CoEvent,Accapella,2019,Unknown,2020-01-01,8872
Stepho,Sejo D&DL#0149 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-30,4426
SiC68,Lug Serious D&DL#0152 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-25,6097
Trafalgar47,Vorstadtflokati D&DL#0150 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-23,6833
Ralle,Herr Sören D&DL#0151 (Krefeld,-CoEvent,Accapella,2019,Unknown,2019-12-18,8133
Milio,Plural D&DL#0148 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-11,5447
Cartoon,Schlawin0r D&DL#0147 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-04,7196
Nick Shit,Morgana D&DL#0146 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-12-02,6740
Ekta,Frozen D&DL#0143 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-27,6502
Jepain,Kaliba D&DL#0145 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-20,6196
XtraHerb,Zheka D&DL#0144 (Ludwigshafen,MusicGourmétz-CoEvent,Accapella,2019,Unknown,2019-11-18,9408
Friedrich Chilla,Tommen D&DL#0137 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-11-01,7243
Ali Smart,Gin Tomek D&DL#0139 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-30,6188
Alko,Maru D&DL#0140 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-28,5506
P-Haze,Torbäng D&DL#0141 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-25,5410
BrahMC,Moby Deep D&DL#0138 (Bremen,Der Norden-CoEvent,Accapella,2019,Unknown,2019-10-23,5559
Audienzz,Béla Garbage D&DL#0136 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-18,4118
Ortcutt,Mazzikaner D&DL#0135 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-16,5925
Franz Flaute,Nika D&DL#0134 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-09,8451
Doga,Malik D&DL#0133 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-10-02,5286
Pulsar,Shker D&DL#0132 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2019,Unknown,2019-09-25,6802
DLTLLY+D&DL  Ortcutt,Steel,Runde1 Berlin,Accapella,2019,Unknown,2019-07-05,15880
DLTLLY+D&DL  Phasenkind,Klö10,Runde1 Berlin,Accapella,2019,Unknown,2019-07-03,17461
DLTLLY+D&DL  Arbeitstitel,Hiding John,Runde1 Berlin,Accapella,2019,Unknown,2019-06-26,24800
DLTLLY+D&DL  Tollschock,Silence,Runde1 Berlin,Accapella,2019,Unknown,2019-06-21,16528
DLTLLY+D&DL  Mazzikaner,K.O. Ray,Runde1 Berlin,Accapella,2019,Unknown,2019-06-19,14613
DLTLLY+D&DL  Lucky Number,ZinZity,Runde1 Berlin,Accapella,2019,Unknown,2019-06-14,91748
DLTLLY+D&DL  Paleiacci,Sikk Whalee,Runde1 Berlin,Accapella,2019,Unknown,2019-06-12,15136
Béla Garbage,Eddie Tude D&DL#0131 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-02-27,7422
OstrichO,MC Rabiat D&DL#0130 (Berlin,-CoEvent,Accapella,2019,Unknown,2019-02-20,6433
Ringelnatz + DNA,Verz + Andi B. D&DL#0125 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-11-14,9794
Gregg,Audienzz D&DL#0126 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-31,3579
Josen,Dexta D&DL#0123 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-24,3039
Virus,IZL D&DL#0128 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-18,3043
SnakeHeadRhyme,Chinooka D&DL#0129 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-10,5914
Béla Garbage,Lug Serious D&DL#0124 (Halle,Move &#39;n&#39; Culture Festival-CoEvent,Accapella,2018,Unknown,2018-10-03,5024
Pretty Shitty Jiggy,Zeuge D&DL#0122 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-09-21,5670
Craze,Eddie Tude D&DL#0121 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-09-12,8311
MC Rabiat,Private Max D&DL#0120 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-09-05,4576
J.W. Goethe,DFVK D&DL#0119 (Hamburg,2018,Accapella,2018,Unknown,2018-08-01,4686
Josen,Kid Soldier D&DL#0118 (Hamburg,2018,Accapella,2018,Unknown,2018-07-18,11731
Tao,A-Ron D&DL#0117 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-07-04,6262
O&#39;spella,Rupert69 D&DL#0115 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-06-30,4025
Highdemann,Julo D&DL#0113 (Essen,2018,Accapella,2018,Unknown,2018-06-13,7850
Henker,SeBa D&DL#0112 (Essen,2018,Accapella,2018,Unknown,2018-06-06,5933
MC Lauch,Herr Sören D&DL#0114 (Essen,2018,Accapella,2018,Unknown,2018-06-02,8207
Paze,Zeuge D&DL#0111 (Essen,2018,Accapella,2018,Unknown,2018-05-30,5099
Malik N.,Hillston D&DL#0108 (Berlin,2018,Accapella,2018,Unknown,2018-05-16,3443
Kyu,Tommen D&DL#0110 (Berlin,2018,Accapella,2018,Unknown,2018-05-12,4000
Dyas,SnakeHeadRhyme D&DL#0109 (Berlin,2018,Accapella,2018,Unknown,2018-05-05,6070
Gusy,Micky Haze D&DL#0107 (Stuttgart,2018,Accapella,2018,Unknown,2018-05-02,4631
FARE,Dizzepticon D&DL#0106 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-28,5488
Slappy,Tao D&DL#0105 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-25,3696
ChinookA,Michael Dope D&DL#0104 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-21,4100
A-Ron,PrettyShittyJiggy D&DL#0103 (Stuttgart,2018,Accapella,2018,Unknown,2018-04-18,6347
Schleswig-Prollstein,Opti + Rö D&DL#0101 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-04-04,9142
ViruS + KingPin,Eczo + Heynsch D&DL#0100 (Berlin,-CoEvent,Accapella,2018,Unknown,2018-04-02,8063
TableddnTimmy,Joseph Steinschleuder D&DL#0099 (Berlin,2017,Accapella,2017,Unknown,2018-01-31,41111
DEZ,Noone D&DL#0098 (Berlin,2017,Accapella,2017,Unknown,2018-01-24,4733
Splopf,Shizu D&DL#0097 (Berlin,2017,Accapella,2017,Unknown,2018-01-17,4615
