Name #1,Name #2,Event,Type,Year,Channel,Uploaded,URL,ID,Views
LARA SOFT,FROZEN,ON BEAT BATTLE,On Beat,2024,FOB,2024-5-9,https://www.youtube.com/watch?v=hcwjr_srOXM,hcwjr_srOXM,6816
Steel,Davie Jones,  Berlin,On Beat,2024.0,DLTLLY,2024-5-5,https://www.youtube.com/watch?v=uz5v_Bn_TzY,uz5v_Bn_TzY,16606.0
David Ardor,Jilly,Battle,Accapella,2024,DUDL,2024-5-5,https://www.youtube.com/watch?v=BxFo9Cnh4GI,BxFo9Cnh4GI,2832
Notyzze,Tommy2Late,  Berlin,On Beat,2024.0,DLTLLY,2024-5-5,https://www.youtube.com/watch?v=DDBzGJrY2Ds,DDBzGJrY2Ds,19303.0
CSN GALACTICO,SIC68,ACAPELLA BATTLE,Accapella,2024,FOB,2024-5-3,https://www.youtube.com/watch?v=cUb4Sq_nyLo,cUb4Sq_nyLo,6576
Capco Jones,Schlawin0r,Battle,Accapella,2024,DUDL,2024-5-19,https://www.youtube.com/watch?v=-zVGbTf4cXQ,-zVGbTf4cXQ,2062
Pablo,Morgana,  Berlin,On Beat,2024,DLTLLY,2024-5-17,https://www.youtube.com/watch?v=wMIpuP755BM,wMIpuP755BM,12096
JILLY,ROOL,ACAPELLA BATTLE,Accapella,2024,FOB,2024-5-16,https://www.youtube.com/watch?v=oy7yIMl1ZNA,oy7yIMl1ZNA,2718
ILYA FLOYD,CRYSTAL MAX,ACAPELLA BATTLE,Accapella,2024,FOB,2024-5-16,https://www.youtube.com/watch?v=uTnZqyleXUo,uTnZqyleXUo,2210
MC GEUNER (SPECKTITTE MINO),RIPA,ACAPELLA BATTLE,Accapella,2024,FOB,2024-5-12,https://www.youtube.com/watch?v=6Fq9WuxhADc,6Fq9WuxhADc,3459
MC Geuner,Bayze,  NRWeekend #7,Accapella,2024,DLTLLY,2024-5-12,https://www.youtube.com/watch?v=me9eYSwqDfM,me9eYSwqDfM,25057
Georgie,Günti,Battle,Accapella,2024,DUDL,2024-5-12,https://www.youtube.com/watch?v=CvxlkVUxyCQ,CvxlkVUxyCQ,3052
Yarambo,Karanova,  Kassel,Accapella,2024.0,DLTLLY,2024-4-7,https://www.youtube.com/watch?v=JWaIWpR7cuA,JWaIWpR7cuA,57108.0
